2.99881 -8.19967
2.99177 -8.18966
2.98462 -8.17966
2.97756 -8.16964
2.97067 -8.15963
2.96362 -8.14962
2.95676 -8.13962
2.94978 -8.12961
2.94277 -8.1196
2.93583 -8.10961
2.92896 -8.09959
2.92203 -8.08959
2.91511 -8.07958
2.90808 -8.06956
2.90141 -8.05956
2.8946 -8.04956
2.88772 -8.03956
2.88089 -8.02956
2.87415 -8.01952
2.86747 -8.00952
2.86065 -7.9995
2.854 -7.9895
2.84729 -7.9795
2.84062 -7.96949
2.83388 -7.95949
2.82722 -7.94949
2.82062 -7.93947
2.81406 -7.92947
2.80748 -7.91947
2.80087 -7.90947
2.79425 -7.89946
2.78772 -7.88944
2.78128 -7.87944
2.7748 -7.86943
2.76805 -7.85942
2.76132 -7.84922
2.75427 -7.83902
2.74719 -7.82888
2.74025 -7.81868
2.73316 -7.80847
2.72623 -7.79824
2.71928 -7.788
2.71227 -7.7778
2.70541 -7.76758
2.69828 -7.75742
2.69147 -7.74719
2.68468 -7.73692
2.6776 -7.72679
2.67087 -7.71649
2.66398 -7.7063
2.65709 -7.6961
2.65037 -7.68582
2.64364 -7.67565
2.63689 -7.66544
2.63013 -7.65524
2.62337 -7.64505
2.61661 -7.63475
2.60983 -7.62465
2.60318 -7.6143
2.59666 -7.60418
2.58964 -7.59396
2.58341 -7.58373
2.57674 -7.57358
2.57021 -7.56335
2.56374 -7.55306
2.55717 -7.54284
2.55072 -7.53271
2.54404 -7.52256
2.53772 -7.51226
2.53142 -7.50207
2.52501 -7.49187
2.51871 -7.48164
2.51233 -7.47142
2.50595 -7.46126
2.49962 -7.45096
2.4934 -7.44079
2.48717 -7.43057
2.48077 -7.42035
2.47464 -7.41017
2.4684 -7.40002
2.4623 -7.38971
2.45608 -7.3796
2.45005 -7.36918
2.44396 -7.35894
2.43806 -7.34885
2.43206 -7.33861
2.42609 -7.3284
2.42003 -7.31817
2.41405 -7.30803
2.40817 -7.29782
2.40235 -7.28755
2.39649 -7.27734
2.39065 -7.26714
2.38482 -7.25689
2.37915 -7.24673
2.37327 -7.23656
2.36755 -7.2263
2.36198 -7.21611
2.35621 -7.20583
2.35062 -7.19562
2.34483 -7.18547
2.33945 -7.17522
2.33381 -7.16501
2.32834 -7.15485
2.32295 -7.14461
2.31735 -7.13444
2.31194 -7.12405
2.30671 -7.11392
2.30129 -7.10374
2.29568 -7.0936
2.29061 -7.08327
2.28542 -7.07306
2.28012 -7.06286
2.27487 -7.05258
2.26982 -7.04241
2.26455 -7.03224
2.25936 -7.02204
2.25446 -7.01177
2.24942 -7.0015
2.24451 -6.99131
2.2394 -6.9811
2.23435 -6.97093
2.22963 -6.9606
2.22469 -6.95044
2.21994 -6.94018
2.21512 -6.92993
2.21016 -6.91976
2.20555 -6.90949
2.2009 -6.89932
2.19629 -6.8891
2.19155 -6.8789
2.187 -6.86868
2.18251 -6.85845
2.17788 -6.84826
2.17329 -6.83787
2.16896 -6.82778
2.16458 -6.81746
2.1601 -6.80727
2.1557 -6.79712
2.1514 -6.7869
2.14735 -6.77661
2.14298 -6.76643
2.1389 -6.75615
2.13482 -6.7459
2.13069 -6.73571
2.12666 -6.72546
2.12263 -6.71526
2.11862 -6.70506
2.11465 -6.6948
2.11069 -6.68463
2.10685 -6.67434
2.10302 -6.66414
2.09924 -6.65393
2.0955 -6.64371
2.09161 -6.63354
2.08812 -6.62321
2.08443 -6.61304
2.08088 -6.60276
2.0771 -6.59228
2.07387 -6.58223
2.07021 -6.57204
2.06693 -6.56166
2.06354 -6.55153
2.05991 -6.54137
2.05695 -6.53106
2.0535 -6.52085
2.05044 -6.51057
2.04739 -6.50032
2.04413 -6.49017
2.04072 -6.47982
2.0374 -6.46961
2.03416 -6.45923
2.03061 -6.44909
2.02751 -6.43901
2.02432 -6.42881
2.02091 -6.4187
2.01726 -6.4083
2.01434 -6.39824
2.01087 -6.38803
2.00774 -6.37794
2.00453 -6.36777
2.00138 -6.3576
1.99841 -6.34742
1.99539 -6.33729
1.99222 -6.32713
1.98942 -6.31696
1.98625 -6.30688
1.98361 -6.29665
1.98085 -6.28651
1.97791 -6.27639
1.97531 -6.2662
1.97247 -6.25601
1.97 -6.24586
1.96731 -6.23574
1.96467 -6.22547
1.96237 -6.21538
1.95983 -6.20521
1.95741 -6.19509
1.955 -6.18492
1.95264 -6.17477
1.94948 -6.16474
1.94668 -6.15472
1.94368 -6.14469
1.94075 -6.13467
1.93788 -6.12464
1.93521 -6.1146
1.93237 -6.10456
1.92969 -6.09455
1.92711 -6.0845
1.92443 -6.07446
1.92191 -6.06444
1.91925 -6.05439
1.91681 -6.04439
1.91437 -6.03431
1.9121 -6.0243
1.90972 -6.01427
1.90746 -6.00425
1.90515 -5.99422
1.90283 -5.98418
1.90072 -5.97416
1.89866 -5.96413
1.89666 -5.95409
1.8945 -5.94403
1.8926 -5.934
1.89048 -5.924
1.8889 -5.9139
1.88704 -5.90387
1.88519 -5.89386
1.8836 -5.88381
1.88191 -5.87378
1.88021 -5.86372
1.87871 -5.8537
1.87716 -5.84368
1.8756 -5.83361
1.87433 -5.8236
1.87292 -5.81356
1.87156 -5.80353
1.87022 -5.7935
1.86891 -5.78343
1.86779 -5.77339
1.86667 -5.76338
1.86547 -5.75334
1.86465 -5.74329
1.86371 -5.73326
1.86274 -5.72324
1.8616 -5.71323
1.86106 -5.70315
1.85993 -5.69304
1.85878 -5.68288
1.85772 -5.67286
1.85665 -5.66284
1.85565 -5.6525
1.85471 -5.64243
1.85385 -5.63212
1.85301 -5.62203
1.85223 -5.61201
1.85143 -5.59853
1.85076 -5.58751
1.85007 -5.57194
1.84953 -5.55451
1.84899 -5.54291
1.84847 -5.53099
1.84815 -5.51594
1.84769 -5.50162
1.8474 -5.48898
1.84707 -5.47047
1.84683 -5.46021
1.84668 -5.44804
1.84655 -5.43703
1.84507 -5.42672
1.84289 -5.41649
1.84098 -5.40576
1.83911 -5.39475
1.83725 -5.38442
1.83549 -5.37368
1.83378 -5.36304
1.832 -5.35264
1.83046 -5.34179
1.82879 -5.3312
1.82716 -5.32058
1.82586 -5.31011
1.82443 -5.29952
1.82301 -5.28878
1.82159 -5.27849
1.82047 -5.26764
1.81859 -5.25758
1.81741 -5.24744
1.81556 -5.23737
1.81398 -5.22736
1.8124 -5.21726
1.81091 -5.20724
1.8094 -5.19722
1.80809 -5.18717
1.80669 -5.17715
1.80535 -5.16712
1.80405 -5.15711
1.80285 -5.14708
1.80158 -5.13706
1.80049 -5.12704
1.79949 -5.11702
1.79841 -5.10701
1.79745 -5.09699
1.79651 -5.08697
1.79556 -5.07695
1.7948 -5.06691
1.79401 -5.05689
1.79327 -5.04685
1.79245 -5.03683
1.7919 -5.02682
1.79142 -5.01679
1.79086 -5.00678
1.7904 -4.99676
1.78996 -4.98673
1.78947 -4.97672
1.78924 -4.9667
1.78893 -4.95667
1.78876 -4.94665
1.78844 -4.93662
1.7884 -4.9266
1.78843 -4.91658
1.78837 -4.90656
1.78839 -4.89654
1.78848 -4.88652
1.78851 -4.87647
1.78845 -4.86635
1.78863 -4.85633
1.78876 -4.84629
1.78892 -4.83619
1.78881 -4.8261
1.78889 -4.81608
1.78918 -4.80597
1.78925 -4.79589
1.78965 -4.78587
1.78992 -4.77582
1.79015 -4.76577
1.7906 -4.75571
1.79095 -4.74564
1.79157 -4.73561
1.79212 -4.72556
1.79277 -4.71552
1.79337 -4.70546
1.79406 -4.69541
1.79467 -4.68533
1.79563 -4.6753
1.79632 -4.66516
1.79733 -4.65511
1.79831 -4.64506
1.79927 -4.63501
1.80034 -4.62493
1.80131 -4.61491
1.80262 -4.60479
1.80377 -4.59476
1.80499 -4.58467
1.80633 -4.57465
1.80764 -4.56457
1.80906 -4.55453
1.81064 -4.54447
1.81161 -4.53447
1.8117 -4.52444
1.81193 -4.5144
1.81223 -4.50435
1.81268 -4.49428
1.81229 -4.48428
1.81188 -4.47371
1.81152 -4.46371
1.81116 -4.45369
1.81093 -4.44147
1.81078 -4.43138
1.81056 -4.42066
1.81035 -4.40954
1.81045 -4.39623
1.81045 -4.38574
1.81046 -4.37574
1.81053 -4.36574
1.81056 -4.35405
1.8107 -4.34405
1.81094 -4.334
1.81122 -4.324
1.81154 -4.31395
1.81186 -4.30334
1.81224 -4.29334
1.81262 -4.28329
1.81262 -4.27327
1.81241 -4.26299
1.81262 -4.2528
1.81274 -4.24266
1.81274 -4.23256
1.81243 -4.22251
1.81317 -4.21225
1.81341 -4.20223
1.81356 -4.19204
1.81408 -4.18202
1.81446 -4.17199
1.81496 -4.16198
1.81551 -4.1519
1.81589 -4.14159
1.81667 -4.13156
1.81704 -4.12156
1.81807 -4.11147
1.81876 -4.1014
1.8197 -4.09135
1.82046 -4.08135
1.82155 -4.07119
1.82208 -4.06119
1.82338 -4.05087
1.82457 -4.04083
1.82568 -4.03073
1.82695 -4.02068
1.82818 -4.01062
1.82944 -4.00057
1.83076 -3.99052
1.83199 -3.98048
1.83347 -3.97048
1.83505 -3.96021
1.83654 -3.95018
1.83811 -3.94015
1.83985 -3.93012
1.84154 -3.92007
1.8433 -3.91003
1.84505 -3.89997
1.84688 -3.88996
1.84883 -3.8799
1.85049 -3.86969
1.85268 -3.85967
1.85471 -3.84965
1.85681 -3.83963
1.85893 -3.82959
1.86103 -3.81941
1.86285 -3.80933
1.86561 -3.79933
1.86803 -3.78931
1.87039 -3.77927
1.87276 -3.76923
1.87381 -3.75383
1.87313 -3.72248
1.87156 -3.69742
1.86783 -3.67992
1.86426 -3.66248
1.86054 -3.64416
1.85744 -3.62754
1.85432 -3.60949
1.85137 -3.5924
1.8486 -3.57454
1.84595 -3.55708
1.8434 -3.53954
1.84083 -3.52236
1.83857 -3.50461
1.83647 -3.48704
1.83443 -3.4696
1.83261 -3.45242
1.83098 -3.43488
1.82955 -3.41731
1.82787 -3.40037
1.82103 -3.3861
1.81421 -3.37228
1.80765 -3.35769
1.80113 -3.34308
1.79455 -3.32856
1.78832 -3.31435
1.78193 -3.30001
1.77574 -3.28571
1.76964 -3.27133
1.76254 -3.25964
1.75354 -3.24941
1.74469 -3.23935
1.73579 -3.22921
1.7269 -3.2191
1.71796 -3.20896
1.70904 -3.1988
1.70016 -3.18874
1.69129 -3.17864
1.68248 -3.16846
1.67366 -3.15832
1.66489 -3.14824
1.656 -3.13817
1.6473 -3.12792
1.63843 -3.11788
1.6297 -3.1077
1.62097 -3.09753
1.6123 -3.08741
1.60357 -3.07726
